IPC,priorityCountryRegion
C08J3/28 | C08J11/04,US
E21B43/24 | G16Z99/00,-
C12N9/98,US
G01V1/40 | G01V1/30,US | US
F16L3/00 | F16L1/00 | F16L3/22 | F16M1/00,US
C10J3/00 | C10C3/00 | C10G1/04 | C10J3/72,US | US | US | US | US | US
E21B43/24 | E21B43/30 | G16Z99/00,-
C10L3/10 | C10L3/12,US | US
G01V1/40 | G01V1/30,US | US
D01F8/14 | D01F8/10 | C09K8/035 | C09K8/516,JP
B01J23/63 | C01B3/40 | H01M8/06,JP
G01V1/28 | G01V1/30 | G01V1/40,US | US
C09K8/70 | C09K8/90 | E21B43/26 | C09K8/68,-
E21B43/30 | E21B43/24 | G16Z99/00,-
C12N9/98,US
C09K8/26 | E21B43/22 | E21B43/25,US | US | US
F16L3/00 | F16L1/00 | F16L3/22 | F16M1/00,US
G01V1/30 | G01V1/24 | G01V1/22,FR
C08J11/04 | C08J3/28,US
E21B49/08 | E21B47/06 | E21B49/00 | E21B47/12,-
C09C1/50 | C09C1/44,US
E21B47/11,-
E21B36/02 | E21B43/24 | E21B47/00,US
H01M8/06 | H01M8/04 | H01M8/12,JP
G01V1/00,US
-,US
C08J3/28 | C08J11/04,US
B01J39/16 | G01N27/333 | G01N27/407 | H01M8/10 | H01M4/88 | H01M4/90 | H01M4/92,GB
B01J19/10 | C07C11/24 | F23M5/00 | F23R3/00,US | US
E21B43/22 | C09K8/58,US
E21B43/24 | E21B43/30 | G16Z99/00,-
E21B43/26 | E21B43/267,US
G01V1/40 | G01V1/30,US | US
B01D53/02 | B01D53/14 | C07C7/10 | B01D47/10 | B01D53/18 | B01F3/04 | B01F5/04 | C10L3/10,US
C08J3/28 | C08J11/04,US
G06T17/05 | E21B47/00,US | US | US
G06F19/00 | G01V9/00 | E21B47/00 | E21B43/267,US
C09K8/60 | C09K8/68 | C09K8/70 | C09K8/90,CA
G06F19/00 | G01V1/28 | G01V1/30,US
E21B43/24 | E21B43/16,US
C10G49/00 | C01B3/34 | C10L3/10 | C10G2/00,US | US | US | US
G01V1/28 | G01V1/30 | G01V1/40,US | US
E21B43/26 | E21B43/267,US
G06F19/00 | G01V1/28 | G01V1/30,US
C08J3/28 | C08J11/04,US
C09K8/68 | C09K8/70 | C09K8/90 | E21B43/26,-
G06F19/00 | G01V9/00 | E21B47/00,US
F28B1/06 | F28D3/02 | F28D1/02,NO
C08J3/28 | C08J11/04,US
B01J27/138 | B01J37/22 | C07C11/09 | C07C1/26,CN
E21B43/12,IN
H01M8/0228 | B01D67/00 | G01N27/333 | G01N27/407,GB
F16L1/00 | F16L3/00 | F16L3/22 | F16M1/00,US
C08J3/28 | C08J11/04,US
C12N9/98,US
G01V1/28 | G01V1/30 | G01V1/40,US | US
G06T17/05 | E21B47/00 | G01V99/00,US | US | US
G01V1/28 | G01V1/30 | G01V1/40,US | US
C10L9/08 | C01B3/32 | C07C31/04 | C10B53/02 | C10L1/04 | C10L9/02 | C12P5/00 | C12P7/00,US
G01V1/28 | G01V1/30 | G01V1/40,US | US
E21B43/26 | E21B43/267,US
E21B43/26 | E21B43/247,US
E21B47/00 | E21B49/02,US
G01V1/28 | G01V1/30 | G01V1/40,US | US
G01V1/40 | G01V1/30,US | US
B01J19/10 | C07C11/24 | F23M5/00 | F23R3/00,US | US
E21B47/11,-
E21B43/26 | E21B43/17 | G06F9/455 | G05B17/02,US
E21B49/08 | E21B47/06 | E21B47/12 | E21B49/00,-
G06T17/05 | E21B47/00 | G01V99/00,US | US | US
G01V1/28 | G01V1/30 | G01V1/40,US | US
C09K8/60 | C09K8/62 | C09K8/584,CA
G01V1/28 | G01V1/40 | G01V1/30,US | US
G01V1/30,US | US
B01D53/02 | B01D53/14 | C07C7/10 | B01D47/10 | B01D53/18 | B01F3/04 | B01F5/04 | C10L3/10,US
E21B25/08 | E21B49/06 | G01N33/00 | G01N33/24,US
G01V1/28 | G01V1/30 | G01V1/40,US | US
G01V1/30,US | US
B01J27/138 | B01J37/22 | C07C11/09 | C07C1/26,CN
F28B1/06 | F25J1/00 | F28D1/02 | F28D1/04,NO
E21B43/26 | E21B43/247,US
E21B47/00 | E21B36/02 | E21B43/24,US
G01V1/28 | G01V1/40 | G01V1/30,US | US
C08J11/04 | C08J3/28,US
B01J39/16 | G01N27/333 | G01N27/407 | H01M8/10 | H01M4/88 | H01M4/90 | H01M4/92,GB
-,-
G01V1/28 | G01V1/40 | G01V1/30,US | US
G01V1/28 | G01V1/30 | G01V1/40,US | US
C10G2/00 | B01J19/00 | C07C1/04 | C25B3/23,US | US | US
B01D53/02 | B01D53/14 | C07C7/10,US
B01D21/26 | E21B21/06,US
B01D69/08 | B01D53/22 | B01D69/12 | B01D71/64 | C10L3/10,US | US | US
G01V1/28 | G01V1/40 | G01V1/30,US | US
E21B36/04 | E21B36/00 | E21B43/24 | H01B12/04 | H01B12/16 | H01Q9/04,US | US
G06F19/00 | G01V9/00 | E21B47/00,US
C08J3/28 | C08J11/04 | C10G1/00 | C10L9/00 | C10G1/02 | C10G9/24 | C10G15/00 | C10G15/10 | C10G1/04 | C10L1/02 | C10G15/08 | C12P7/06 | C10G47/12 | C10G51/04 | C10G55/04 | C10G57/00 | C10G5/00,US
C08J3/28 | C08J11/04,US
E21B43/26 | E21B43/17 | G06F9/455 | G05B17/02,US
E21B47/00 | E21B49/00 | E21B49/08 | G01N33/24,US
B01J | C07C | F23M | F23R,US | US
B01J19/12 | B03B9/02 | C10G15/10 | C12P7/10 | C12P7/16 | C12P19/00,US
G01V1/28 | G01V1/30 | G01V1/40,US | US
B01D53/40 | B01D53/46 | B01D53/48 | B01D53/52 | B01D53/62 | B01D53/96,AU
E21B25/08 | E21B49/06 | G01N33/00 | G01N33/24,US
C08J3/28 | C08J11/04 | C10G32/00 | C10G51/02 | C10G47/12 | C10G51/04 | C10G55/02 | C10G55/04 | C10G57/00 | C10L1/02 | C10L9/00 | C10G1/00 | C10G1/02 | C10G1/04 | C10G5/00 | C10G9/24 | C10G11/00 | C10G15/00 | C10G15/08 | C10G15/10 | C12P7/06,US
C08J3/28 | C08J11/04,US
G01N15/14 | G01N21/53 | G01N21/94 | G01N21/21,GB
E21B43/26 | E21B43/267,US
E21B47/022 | E21B47/024 | G01C21/16 | G01P15/18,CN
E21B47/022 | E21B47/024 | G01C21/16 | G01P15/18,CN
F16L3/00 | F16L1/00 | F16L3/22 | F16M1/00,US
E21B43/00 | E21B43/16,CN
C07C5/00,IN
C08J3/28 | C08J11/04,US
G06G7/58,US | US
G01V1/28 | G01V1/30 | G01V1/40,US | US
G01V1/30 | G01V1/22 | G01V1/24,FR
B01J23/63 | C01B3/40 | H01M8/06,JP
G01V1/28 | G01V1/30 | G01V1/40,US | US
G01V1/28 | G01V1/30 | G01V1/40,US | US
G01V1/28 | G01V1/30 | G01V1/40,US | US
B01D21/26 | E21B21/06,US
E21B43/26 | E21B43/17 | G06F9/455 | G05B17/02,US
G01V1/30 | G01V1/24 | G01V1/22,FR
F16L1/00 | F16L3/00 | F16L3/22 | F16M1/00,US
E21B43/26 | E21B43/247,US
B01D53/02 | B01D53/14 | C07C7/10 | B01F5/04 | B01F3/04 | B01D47/10 | B01D53/18 | C10L3/10,US
B01D53/40 | B01D53/46 | B01D53/48 | B01D53/52 | B01D53/62 | B01D53/96,AU
H01M8/1011 | H01M8/1023 | H01M8/1032 | H01M8/1039 | H01M8/1041 | H01M8/1067 | H01M8/1069 | G01N27/407 | B01J39/16 | G01N27/333 | H01M8/1051 | H01M4/88 | H01M4/90 | H01M4/92 | B82Y30/00 | H01M8/1018,GB
B01D53/02 | B01D53/14 | C07C7/10 | B01F5/04 | B01F3/04 | B01D47/10 | B01D53/18 | C10L3/10,US
B01J27/138 | B01J37/22 | C07C11/09 | C07C1/26 | B01J29/40,CN
E21B43/267,US
C08J3/28 | C08J11/04,US
E21B43/26 | E21B43/267,US
G06G7/58,US | US
B01D53/40 | B01D53/46 | B01D53/48 | B01D53/52 | B01D53/62 | B01D53/96,AU
G01V9/00 | G16Z99/00 | E21B44/00 | G06Q10/06 | G06G7/58,US | US
C08J3/28 | C08J11/04,US
G01V1/40,US
G01V1/30 | G01V1/24 | G01V1/22,FR
G06G7/58,US
G21F5/008 | G21F5/06,US | US
C08J3/28 | C08J11/04,US
E21B47/022 | E21B47/024 | G01C21/16 | G01P15/18,CN
G06G7/58,US
E21B43/26 | E21B47/00,US
F22G1/16 | C10B47/00 | C10K1/32,JP
C10G1/08 | C10G1/06,US
B01D53/40 | B01D53/46 | B01D53/48 | B01D53/52 | B01D53/62 | B01D53/96,AU
E21B43/26 | E21B43/17 | G06F9/455 | G05B17/02 | E21B43/267 | G06F17/50 | G06F17/13,US
B01D61/42 | C02F1/469,US
E21B43/26 | E21B47/14 | G01V1/50 | G06F17/50,-
B01D53/00,US
C22C38/00 | C21D9/46 | C22C38/58,JP
G01V1/40,US
E21B43/30 | E21B43/24 | G16Z99/00,-
C22C38/00 | C21D9/46 | C22C38/58,JP
C22C38/00 | C21D9/46 | C22C38/58 | C21D8/02 | C22C38/02 | C22C38/04 | C22C38/06 | C22C38/42 | C22C38/44 | C22C38/46 | C22C38/48 | C22C38/50 | C22C38/54 | C22C38/60,JP
C22C38/00 | C21D9/46 | C22C38/58 | C21D8/02 | C22C38/02 | C22C38/04 | C22C38/06 | C22C38/42 | C22C38/44 | C22C38/46 | C22C38/48 | C22C38/50 | C22C38/54 | C22C38/60,JP
E21B25/08 | E21B49/06 | G01N33/00 | G01N33/24,US
B01J23/20 | B01J37/03 | B01J37/08 | C07C1/20 | C07C11/167 | C07B61/00,JP
G21F5/008 | G21F5/06,US | US
G01V1/40,US
G21F5/008 | G21F5/06,US | US
F22G1/16 | C10B47/00 | C10K1/32,JP
B01D53/22 | B01D71/70,US
B01D53/00,US
B01D53/02 | B01D53/14 | C07C7/10,US
C08J3/28 | C08J11/04,US
G01N15/14 | G01N21/53 | G01N21/94 | G01N21/21,GB
E21B7/08,CN
C09K8/035 | C09K8/10 | C09K8/32,US | US
B01J23/20 | B01J37/03 | B01J37/08 | C07C1/20 | C07C11/167 | C07B61/00,JP
H02J3/28 | H02J3/38 | H02J3/14 | H02J15/00,EP
B01D53/02 | B01D53/14 | C07C7/10 | B01F5/04 | B01F3/04 | B01D47/10 | B01D53/18 | C10L3/10,US
C22C38/00 | C21D9/46 | C22C38/58 | C21D8/02 | C22C38/02 | C22C38/04 | C22C38/06 | C22C38/42 | C22C38/44 | C22C38/46 | C22C38/48 | C22C38/50 | C22C38/54 | C22C38/60 | C21D6/00,JP
H02J3/28 | H02J3/38 | H02J3/14 | H02J15/00,EP
G01V99/00,US | US | US
C12N9/96 | C12N9/02 | C12N11/02 | C07K14/79 | C12P7/04,KR
B09C1/10 | C08K5/053 | C08L67/02 | C08L67/04 | C08L101/02 | C08L101/16,JP
G06G7/58,US | US
B01D53/40 | B01D53/46 | B01D53/48 | B01D53/52 | B01D53/62 | B01D53/96,AU
E21B36/04 | E21B36/00 | E21B43/24 | E21B43/26 | H01B12/04 | H01B12/16 | H05B3/40,US | US
B01D53/22 | B01D71/70,US
B01D53/22 | B01D71/70,US
E21B49/00 | E21B44/00 | E21B47/00 | E21B47/008 | E21B47/06,US | US
F28B1/06 | F25J1/00 | F28D1/02 | F28D1/04,NO
E21B36/04 | E21B36/00 | E21B43/24 | H01B12/04 | H01B12/16 | H01Q9/04,US | US
C09K8/035 | C09K8/10 | C09K8/32,US | US
C09K8/035 | C09K8/10 | C09K8/32,US | US
C08J,US
C08J,US
C08J,US
E21B43/26 | E21B33/068,US
C22C38/00 | C21D9/46 | C22C38/58,JP
B01D53/22 | B01D71/70,US
E21B7/08,CN
B01D53/00,US
B01D53/40 | B01D53/46 | B01D53/48 | B01D53/52 | B01D53/62 | B01D53/96,AU
C12N9/96 | C12N9/02 | C12N11/02 | C07K14/79 | C12P7/04,KR
B09C1/10 | C08K5/053 | C08L67/02 | C08L67/04 | C08L101/02 | C08L101/16,JP
H01M8/0228 | B01D67/00,GB
B01D21/26 | E21B21/06,US
C22C38/00 | C21D9/46 | C22C38/58,JP
E21B49/00 | E21B44/00 | E21B47/00 | E21B47/008 | E21B47/06,US | US
E21B44/00 | E21B47/008 | E21B47/00 | E21B47/06 | E21B49/00,US | US
G01V99/00 | E21B47/12,US | US
G01V1/40,US
E21B49/00 | E21B44/00 | E21B47/00 | E21B47/008 | E21B47/06,US
E21B43/26 | E21B43/11 | E21B43/16 | E21B43/30 | E21B47/00,US | US | US
B01J,ZA
G01V11/00 | G01V3/18 | G01V5/10 | G01V5/12,-
E21B43/241 | E21B43/24 | E21B43/00 | E21B43/16,US
C07C11/24 | C07C7/12 | C10G25/00 | C10G57/00 | B01J19/10,US | US
C25B9/06 | C25B11/08 | C02F1/46 | C25B9/17 | C02F1/467,US
G01N29/02 | C01B3/34 | G01N29/00 | G01N29/44 | H01M8/04 | H01M8/06,JP
E21B17/042,US
E21B43/26,US | US
C12M1/107 | C05F17/02 | C02F11/04 | C12M1/00,IT
E21B17/042 | F16L25/10,US
C02F1/50 | A01N31/02 | A01N37/00 | A01N59/00 | C02F1/70 | C02F1/72 | C02F1/76 | C02F103/10,US
E21B43/241 | E21B43/24 | E21B43/00 | E21B43/16,US
B01J20/30 | B01J20/24,ZA
C25B9/06 | C25B11/08 | C02F1/46 | C25B9/17 | C02F1/467,US
C12M1/04 | C07C11/04 | C12P7/06,EP
H05B6/80 | C10B53/06 | F26B3/347,CN
G06F19/00 | G06F40/00,US | US
E21B17/042 | F16L25/10,US
E21B43/26 | E21B43/119,US
B01J20/24 | B01J20/30,ZA
E21B43/00,US
C12P7/06 | C12M1/04 | C07C11/04 | C12P5/02 | C07C1/24,EP
C09K8/00 | C09K3/00,US
E21B17/042 | F16L25/10,US
C08L1/02 | C08B11/12 | C08B15/04 | C08L1/26,JP
C02F1/50 | A01N31/02,US
C12M1/04 | C07C1/24 | C07C1/02 | C12P7/06 | C07C11/04,EP
G06F19/00 | G06F40/00,US | US
B01J20/24 | B01J20/30,ZA
F25J1/02 | F25J1/00,NO
G01V1/30 | E21B47/107 | G01V1/42,US | US
G01V13/00 | E21B7/04,GB
C10B47/30 | C10B47/40 | C10B53/00 | C10B19/00 | C10L9/08 | C10B53/02,CN
C07C11/24 | C07C7/12 | C07C5/09 | C10G9/00 | C10G25/03,US | US
E21B17/042 | F16L25/10,US
C02F1/50 | A01N31/02,US
E21B17/042 | F16L25/10,US
G01V13/00 | E21B7/04,GB
B01D29/31,US
C09C1/50,US
E21B17/08 | F16L15/06 | F16L15/00,US
E21B43/26,US | US
A41D19/00 | A41D19/04,KR
C12P7/06 | C12M1/04 | C07C11/04 | C07C1/24 | C07C1/02,EP
C01B31/04 | C04B35/536 | C04B38/00,RU
B01J20/30 | B01J20/24 | B01J,ZA
B01D59/12,US
C09K8/00 | C09K3/00,US
E21B43/26,US
E21B43/12 | E21B47/10,US
B01J13/06 | B01F17/00 | G05D24/00 | C09K23/00,US
C09K8/035 | C09K8/575 | C09K8/68 | C09K8/50,US
E21B49/10 | G01J3/10,US | US
-,NO
C09K8/60 | C09K8/68 | C09K8/80 | C09K8/86 | C09K8/88 | E21B43/26,US
B01J13/06 | B01F17/00 | G05D24/00 | C09K23/00,US
C12P5/02 | C12P7/06 | C12M1/04 | C07C1/24 | C07C11/04,EP
C07C11/04 | C12P7/06 | C12M1/04,EP
C07C11/24 | C10G9/00 | C07C2/76,US | US
-,US | WO
E21B43/263 | E21B43/26,US
C09K8/60 | C09K8/68 | C09K8/80 | C09K8/86 | C09K8/88 | E21B43/26,US
B01J20/24 | B01J20/30,ZA
C01B31/04 | C04B35/536 | C04B38/00,RU
F03G7/04 | F24J3/08,PL
E21B43/26,US | US
C02F1/50 | A01N31/02 | A01N37/00 | A01N59/00 | C02F1/70 | C02F1/72 | C02F1/76 | C02F103/10,US
C02F1/50 | A01N31/02,US
C25B9/06 | C25B11/08 | C02F1/467 | C25B9/17,US
C07C11/24 | C10G9/00 | C07C2/76 | B01J6/00 | B01J19/02 | B01J19/24 | B01J19/26,US | US
G01V1/44,US
C12P7/06 | C07C11/04 | C12M1/04,EP
E21B43/26,US | US
C12P7/06 | C12M1/04 | C07C11/04,-
G01V11/00 | G01V5/04,GB
B01J20/30 | B01J20/24,ZA
E21B43/00 | E21B43/16 | E21B43/24 | E21B43/241,US
C25B9/06 | C25B11/08 | C02F1/46 | C25B9/17,US
A41D19/00 | A41D19/04,KR
C07C11/24 | C10G9/00 | C07C2/76 | B01J6/00 | B01J19/02 | B01J19/24 | B01J19/26,US | US
E21B17/08 | F16L15/00 | F16L15/06 | E21B17/042,US
C12P7/06 | C07C11/04 | C12M1/04,EP
C10G21/06,US | US
B01J20/24 | B01J20/30 | B01J,ZA
-,US
E21B43/00 | E21B43/16 | E21B43/24 | E21B43/241,US
G01V11/00 | G01V3/18 | G01V5/10 | G01V5/12,-
B01D59/12 | B01D53/22 | B01D67/00 | B01D71/02 | C10L3/10,US
-,PL
G01V1/44,US
C12M1/107,IT
E21B17/042 | E21B17/08 | F16L15/00 | F16L15/06,US
C09K8/00 | C09K3/00,US
B01D59/12 | B01D53/22 | B01D67/00 | B01D71/02 | C10L3/10,US
C07C5/333 | C07C11/06 | C07C11/08 | C07C11/09 | C07C11/167 | B01J38/02 | B01J38/12 | B01J38/14 | B01J23/62,US
C09K3/18 | C09K8/32 | C09K5/20,US
G01V11/00 | G01V5/04,GB
G01V3/26 | E21B47/00 | F25D3/10 | H01L39/04,JP
E21B17/042,US
C08L1/02 | C08B11/12 | C08B15/04 | C08L1/26,JP
-,-
E21B43/24 | C09K8/592 | E21B43/34,GB
G01V1/30 | E21B47/107 | G01V1/42,US | US
E21B43/243 | C10G1/02 | C10G1/06 | E21B43/20 | E21B43/24 | E21B43/247,-
-,GB
-,-
C02F1/50 | A01N31/02,US
C09C1/50 | C09C1/44,US
E21B17/042,US
C12M1/107 | C05F17/02 | C02F11/04 | C12M1/00,IT
C09K8/66 | C09K8/68 | C09K8/70 | C09K8/80 | C09K8/92 | E21B43/267,US
C07C5/333 | B01J23/62 | B01J38/02 | B01J38/12 | B01J38/14 | C07C11/06 | C07C11/08 | C07C11/09 | C07C11/167,US
B01D53/75 | B01D53/14 | B01D53/78 | B01D53/40 | B01D53/00 | F25J3/02,-
-,US | US | US
C07C | C10G,US | US
C02F1/50 | A01N31/02,US
C07C5/333 | C07C11/06 | C07C11/08 | C07C11/09 | C07C11/167 | B01J38/02 | B01J38/12 | B01J38/14 | B01J23/62,US
A41D19/00 | A41D19/04,KR
E21B43/12 | E21B47/10,US
B01D53/62 | C10L3/10,AU
E21B34/02 | E21B33/03 | E21B33/068 | E21B43/26,US | US
E21B43/12 | E21B47/10,US
E21B17/042,US
E21B17/042,US
E21B49/00,CN
E21B43/267 | C09K8/62,US
E21B43/12 | E21B47/10,US
C08G63/16 | C08G63/78 | C08L101/16,JP
C08G63/16 | C08G63/78 | C08L101/16,JP
E21B49/00,CN
C12P7/16 | C12N9/10,US | US
C08L1/02 | C08B11/12 | C08B15/04 | C08L1/26,JP
E21B17/042 | F16L25/10,US
C09K8/035 | C07H5/06 | C09K8/90,-
C08G63/16 | C08G63/78 | C08L101/16,JP
C01B32/205 | H05H1/30 | C01B32/184 | B82Y40/00,US | US | US | US
A01N25/22 | A01N37/16 | A01N59/00 | C02F1/72 | C11D3/39 | C02F103/00,US | US | US
E21B43/12 | E21B47/10,US
A01N25/22 | A01N37/16 | A01N59/00 | C02F1/72 | C11D3/39 | C02F103/00,US | US | US
C07C2/08 | B01J29/40 | C10G50/00,US | US | US
A41D19/00,KR
E21B43/267 | C09K8/62,US
A01N25/22 | A01N37/16 | A01N59/00 | C02F1/72 | C11D3/39 | C02F103/00,US | US | US
B01J37/02 | B01J35/00 | B01J29/46 | C07C43/04,EP
C10G50/00,US | US | US
E21B43/267 | C09K8/62,US
C08G63/16 | C08G63/78 | C08L101/16,JP
C12P7/16 | C12N9/10,US | US
C08G63/16 | C08G63/78 | C08L101/16,JP
E21B43/12 | E21B47/10,US
C12N15/60 | C12N1/19 | C12N1/21 | C12N9/00 | C12N9/02 | C12N9/10 | C12N9/88 | C12N15/31 | C12N15/52 | C12N15/53 | C12N15/54 | C12N15/63 | C12P3/00 | C12P5/02 | C12P7/02 | C12P7/16 | C12P7/26,US | US
A41D19/00 | A41D19/04,KR
C09K8/035 | C09K8/62 | C09K8/72,US
E21B43/12 | E21B47/10,US
G01V1/20 | G01V1/22 | G01V1/28 | G01V3/38 | G01V8/16,US
C09K8/03 | C09K8/40 | C09K8/68,US
C01B32/205 | B82Y40/00 | C01B32/184 | H05H1/30,US | US | US | US
C12P7/16 | C12N9/10,US | US
H04W4/38 | H04W84/10 | E21B47/07 | E21B47/13 | E21B47/12 | H04B11/00,US
C07C5/333 | C07C11/06 | C07C11/08 | C07C11/09 | C07C11/167 | B01J38/02 | B01J38/12 | B01J38/14 | B01J23/62,US
C04B24/26 | C09K8/487,JP
G21F9/24 | G21F9/34 | G21F9/36,US | US | US
E21B34/02 | E21B33/03 | E21B33/068 | E21B43/26,US | US
C04B24/26 | C09K8/487,JP
B01J29/46 | B01J37/02 | C07C43/04 | B01J35/00,EP
C07C5/333 | C07C11/06 | C07C11/08 | C07C11/09 | C07C11/167 | B01J38/02 | B01J38/12 | B01J38/14 | B01J23/62,US
C08G63/16 | C08G63/78 | C08L101/16,JP
G01V1/28 | G01V1/30 | G01V1/50,US
B01J37/02 | B01J35/00 | B01J29/46 | C07C43/04,EP
C09K8/035 | C09K8/62 | C09K8/72,US
C04B24/26 | C09K8/487,JP
G01V1/20 | G01V1/22 | G01V1/28 | G01V3/38 | G01V8/16,US
C02F1/50 | A01N31/02,US
C09K8/03 | C09K8/40 | C09K8/68,US
C08G63/16 | C08G63/78 | C08L101/16,JP
C09K8/60 | C09K8/68 | C09K8/80 | C09K8/86 | C09K8/88 | E21B43/26,US
G01V1/20 | G01V1/22 | G01V1/28 | G01V3/38 | G01V8/16,US
C12P7/16 | C12N9/10,US | US
B01J23/75 | C07C5/42 | C07C5/333,US
C01B32/205 | C01B32/00 | C01B32/184 | B01J19/12 | H05H1/30,US | US | US | US
H04W4/38 | H04W84/10 | E21B47/07 | E21B47/13 | E21B47/12 | H04B11/00,US
E21B49/00 | G01V5/10,CN
C01B32/205 | B82Y40/00 | C01B32/184 | H05H1/30,US | US | US | US
E21B17/042 | F16L25/10,US
B01J37/02 | B01J35/00 | B01J29/46 | C07C43/04,EP
B01D67/00 | B01D69/14 | B01D71/34 | B01D71/02 | B01D61/36,GB
G01V1/20 | G01V1/22 | G01V1/28 | G01V3/38 | G01V8/16,US
-,CN
E21B49/00 | E21B43/26 | G01V99/00,US
G01N3/08 | G01N3/12,CN
E21B41/00 | E21B43/26,CN
A01N37/16 | A01N25/22 | A01N37/02 | A01N59/00 | A01P1/00 | C02F1/50,US | US | US
A01N25/22 | C11D3/39 | C02F1/72 | A01N59/00 | A01N37/16 | A01P1/00,US | US | US
C22C23/00 | C22C23/02 | C22F1/00 | C22F1/06,WO
C07C | C12M | C12P,EP
B01J23/80 | B01J21/04 | B01J35/00 | B01J37/02 | B01J37/08 | B01J37/16 | B01J37/34 | C07C5/333 | C07C11/06,CN
C07C29/50 | C07C31/08 | C07C31/04 | C07C31/10 | C07C31/12 | C07C29/48 | B01J35/00,GB
C04B24/26 | C09K8/487,JP
C01B32/00 | C01B32/21 | C01B32/23 | C01B32/225 | C04B35/536 | C04B38/00,RU
C22C23/00 | C22C23/02 | C22F1/00 | C22F1/06,WO
B01J23/75 | C07C5/42 | C07C5/333,US
C01B32/205 | C01B32/00 | C01B32/184 | B01J19/08 | C01B3/02 | C10G15/12,US | US | US | US
G06F21/74 | G06F21/85,US
B01D67/00 | B01D69/14 | B01D71/34 | B01D71/02 | B01D61/36,GB
G01V1/22 | G01V1/20 | G01V1/28 | G01V3/38 | G01V8/16 | E21B47/135 | G01H9/00 | G01V1/18,US
C07C5/333 | C07C11/06 | C07C11/08 | C07C11/09 | C07C11/167 | B01J38/02 | B01J38/12 | B01J38/14 | B01J23/62,US
C10L3/10,-
C12P7/16 | C12N9/10,US | US
C07C5/333 | B01J23/62 | B01J38/02 | B01J38/12 | B01J38/14 | C07C11/06 | C07C11/08 | C07C11/09 | C07C11/167,US
C01B32/205 | C01B32/00 | C01B32/184 | B01J19/12 | H05H1/30,US | US | US | US
C12P7/16 | C12N9/10,US | US
C07C11/24 | C10G9/36 | B01J3/00 | F15D1/00,US | US
H01M6/14 | B01D53/40 | C25B9/19 | H01M10/36 | H01M10/38,AU
C10J5/00 | C10B57/20 | C10G1/02,-
C07C2/78 | C07C5/09,US
C01B7/00 | C01B7/09 | C07C17/013 | C07C17/00 | B01J8/00,US | US
C09K8/68 | E21B43/26 | E21B43/40 | C09K8/80 | C09K8/64,FR | US
C09K8/80 | E21B43/267,-
E21B43/16 | E21B43/17,US | US
C02F1/22 | B01D9/02 | C02F9/10 | C10G1/04,US
E21B41/00 | E21B47/06 | E21B49/08 | E21B43/26 | E21B47/10,US
E21B43/26,US | US | US
C10G9/00,US | US
-,US | WO
C12N9/42,US | US
E21B43/267 | C09K8/80,-
E21B43/267 | C09K8/80,-
G01V1/00 | G01V1/16 | G01V1/30 | G08C17/02,US
C12P19/04 | C12N9/42,US | US
C09K8/68 | E21B43/26 | C09K8/64,FR | US
E21B43/267 | C09K8/80,-
F02M57/06 | F02P3/01 | F02P13/00 | F02P23/04 | H01T13/20 | H01T13/40,JP
-,IN
E21B43/26,-
E21B43/26,US | US | US
E21B43/30 | E21B43/26,US | US | US
C10L1/04 | C10L10/00,US
C10L1/04 | C10L10/00,US
C09K8/84,US
E21B43/267 | C09K8/80,-
E21B43/16 | E21B43/12,US
F01C1/00,-
B01D21/26 | B04B13/00 | E21B21/06,US
C12P19/04,US | US
C07C11/24,US | US
F17C11/00,-
C02F1/22,US
E21B28/00 | E21B43/00 | E21B43/267 | E21B41/00 | E21B7/24 | E21B7/26 | E21B43/26 | E21B47/12,NO
E21B43/12 | E21B47/10 | E21B43/00 | C02F1/00 | E21B47/12,US
C12P19/04 | C12N9/42 | C09K8/68 | C12P19/14,US | US
E21B28/00 | E21B43/00 | E21B43/267,NO
E21B47/00 | G01V1/40 | G01V1/50,US
C09K8/66 | E21B43/00 | E21B43/24 | C02F9/00 | C10G2/00,US
E21B43/22 | E21B43/27,-
E21B43/12 | E21B47/10,US
E21B43/16 | E21B43/12,US
F17C11/00,EP
E21B43/267 | C09K8/80,-
E21B43/267 | C09K8/80,-
C09K8/66 | C09K8/68 | E21B43/26,US
E21B47/00 | E21B43/00 | E21B43/26,US
E21B43/267 | C09K8/80 | E21B43/26,-
E21B47/00 | G01V1/40 | G01V1/50,US
B01F3/12 | B01F5/12 | B01F15/02 | C09K8/80,US
C07C2/78 | C07C5/09,US
E21B43/10 | E21B33/16,EP
G05B23/02 | G06N5/02 | G06N99/00 | E21B47/06 | E21B47/00 | E21B43/12,IN
F02M57/06 | F02P3/01 | F02P13/00 | F02P23/04 | H01T13/20 | H01T13/40,JP
E21B43/26 | E21B43/30,US | US | US
E21B43/10 | E21B33/16,EP
F02B53/02 | F01C1/12,WO
C01C3/02 | B01D53/00 | F25J3/02,US
C12N15/56 | C09K8/524 | C09K8/68 | C12N9/42 | C12N15/63 | C12P19/04 | C12P19/14 | E21B43/26,US | US
C09K8/035 | C09K8/524 | C09K8/72 | C09K8/86,-
C10L10/00 | C10L1/04,US
E21B43/267 | C09K8/80,-
E21B43/12 | E21B47/10 | E21B43/00 | C02F1/00 | E21B47/12,US
E21B43/267 | C09K8/80,-
C09K8/68 | E21B43/26 | C09K8/64,FR | US
